date
1379171670
1379180100
1379180160
1379191470
1379191890
1379192191
1379192520
1379193451
1379193751
1379194080
1379194440
1379194590
1379195220
1379195280
1379195310
1379195340
1379195520
1379195580
1379196480
1379196511
1379196540
1379196570
1379196600
1379198055
1379199906
1379199908
1379225851
1379225895
1379230186
1379230321
1379230337
1379230651
1379231251
1379235720
1379238931
1379241031
1379255444
1379255460
1379255460
1379255475
1379255476
1379255491
1379255506
1379255520
1379255536
1379255551
1379255567
1379264040
1379340691
1379341260
1379352216
1379355915
1379356935
1379357387
1379358031
1379358046
1379360791
1379361406
1379361495
1379361600
1379361920
1379362035
1379433960
1379434380
1379437591
1379444018
1379444018
1379444034
1379444040
1379501267
1379501475
1379517766
1379517840
1379520420
1379520480
1379520555
1379522460
1379528001
1379528956
1379529376
1379529660
1379530231
1379530246
1379571360
1379571646
1379572635
1379572846
1379599907
1379602338
1379602832
1379612355
1379614186
1379616811
1379616947
1379616960
1379660708
1379662126
1379662140
1379662156
1379662351
1379676711
1379676712
1379676720
1379676726
1379700300
1379700391
1379700406
1379700420
1379700826
1379709876
1379709892
1379709892
1379709900
1379709908
1379709990
1379710020
1379745226
1379751736
1379752231
1379757271
1379757660
1379758711
1379758740
1379760466
1379760480
1379836756
1379836771
1379836786
1379836800
1379836815
1379836890
1379836935
1379836951
1379837235
1379837251
1379837266
1379837880
1379841347
1379841466
1379841480
1379843520
1379843986
1379844120
1379850286
1379852732
1379852853
1379865826
1379866051
1379866110
1379866744
1379866748
1379866760
1379866775
1379866800
1379866816
1379866831
1379866915
1379866932
1379866936
1379874151
1379874211
1379874226
1379878816
1379878831
1379878847
1379879071
1379879100
1379880360
1379880375
1379880420
1379918580
1379918595
1379918627
1379952180
1379952271
1379953006
1379953020
1379953035
1379953050
1379953350
1379953396
1379953427
1379957851
1379962335
1380029447
1380030420
1380030736
1380030840
1380031066
1380032986
1380037966
1380037980
1380039751
1380039780
1380039900
1380039915
1380039931
1380039946
1380040231
1380041911
1380041971
1380041987
1380045766
1380047880
1380049335
1380119207
1380122310
1380123240
1380123975
1380128970
1380128986
1380129016
1380129046
1380129195
1380131491
1380132676
1380136546
1380136560
1380136575
1380136590
1380136636
1380136651
1380138047
1380138540
1380138647
1380139382
1380139398
1380176152
1380208156
1380217067
1380217651
1380217666
1380219346
1380219375
1380219406
1380222375
1380222391
1380264574
1380264590
1380264600
1380283366
1380283412
1380283860
1380284506
1380285135
1380285586
1380286140
1380287160
1380287896
1380287911
1380288290
1380288375
1380288886
1380289920
1380291600
1380300751
1380300796
1380300811
1380300826
1380300886
1380300900
1380300931
1380300946
1380300975
1380303407
1380304951
1380312436
1380316335
1380318256
1380361666
1380366256
1380369631
1380371026
1380397260
1380397275
1380397291
1380448291
1380448350
1380448816
1380456300
1380468707
1380468720
1380468735
1380477596
1380477597
1380477600
1380562907
1380565095
1380565110
1380567860
1380568140
1380568336
1380569955
1380656775
1380656791
1380657015
1380657300
1380709786
1380712290
1380730876
1380733410
1380733786
1380733847
1380733980
1380734866
1380734986
1380736036
1380736095
1380736440
1380736516
1380745951
1380746671
1380746715
1380747495
1380747675
1380747826
1380747855
1380747991
1380748020
1380748051
1380748080
1380794626
1380795589
1380883786
1380883800
1380883816
1380903091
1380903106
1380903120
1380903136
1380903211
1380905064
1380905069
1380905079
1380905095
1380905100
1380905487
1380905503
1380905520
1380905520
1380905535
1380905551
1380905566
1380905611
1380905627
1380905640
1380905730
1380905746
1380905847
1380905863
1380905878
1380905880
1380910740
1380913576
1380915361
1380918315
1380957571
1380961231
1380961291
1380961320
1380961335
1380961380
1380961426
1380961440
1380963830
1380963831
1380963840
1380963870
