2735,0
3827,1
5970,2
12133,3
12274,4
14551,5
17900,6
15010,7
12921,8
10611,9
11394,10
9680,11
11357,12
8665,13
8116,14
9384,15
8710,16
7984,17
6769,18
5631,19
5437,20
6797,21
6038,22
3924,23
4897,24
6463,25
6694,26
5183,27
5966,28
5324,29
3488,30
2913,31
2682,32
3519,33
2256,34
1558,35
1242,36
630,37
1084,38
642,39
941,40
747,41
456,42
377,43
194,44
559,45
480,46
507,47
130,48
172,49
182,50
318,51
319,52
235,53
133,54
113,55
72,56
23,57
14,58
30,59
10,60
17,61
11,62
17,63
76,64
46,65
26,66
19,67
157,68
12,69
18,70
38,71
13,72
16,73
29,74
289,75
88,76
20,77
19,78
30,79
12,80
