1388616000,626
1388700900,441
1388782500,168
1388845200,145
1388953801,313
1389045851,325
1389128100,139
1389216434,136
1389300900,543
1389390600,606
1389477600,168
1389560121,154
1389646800,450
1389733500,215
1389824100,407
1389906600,360
1389982200,483
1390163100,49
1390254900,488
1390334400,210
1390427100,159
1390514100,502
1390594200,298
1390688100,401
1390773300,277
1390854900,200
1390943101,114
1390994700,6
1391117157,272
1391198100,137
1391290500,117
1391378100,155
1391459400,1111
1391544300,452
1391635200,1328
1391723100,231
1391810700,187
1391892601,276
1391979300,150
1392068700,450
1392156300,324
1392240300,483
1392322800,160
1392415800,305
1392499200,433
1392586200,948
1392670500,288
1392758100,448
1392843000,372
1392928201,350
1392999900,291
1393187700,126
1393277700,84
1393364400,280
1393444501,509
1393534500,189
1393626300,2455
1393711800,619
1393836362,0
1393881900,1138
1393970700,250
1394056200,167
1394135101,294
1394214900,317
1394399400,176
1394482500,258
1394576400,218
1394660400,1690
1394738700,952
1394823900,854
1394922000,974
1395000600,398
1395084900,156
1395177000,227
1395262500,511
1395343500,39
1395436500,267
1395522000,758
1395603600,71
1395691201,147
1395778500,295
1395865800,93
1395948300,283
1396036200,422
1396131900,235
1396212000,2433
1396295700,375
1396382726,43
1396472400,11
1396560001,642
1396639501,1236
1396734000,472
1396818600,321
1396901700,309
1396994257,205
1397073000,298
1397160300,133
1397234400,557
1397336700,281
1397422501,524
1397511000,103
1397594700,337
1397679000,522
1397763900,191
1397858100,654
1397939701,330
1398029120,217
1398113400,178
1398201141,390
1398269401,160
1398374400,585
1398461400,496
1398549300,635
1398630001,350
1398718800,210
1398803106,389
1398891904,226
1398975900,289
1399049400,157
1399236900,109
1399324500,542
1399410600,236
1399496700,145
1399579500,132
1399666500,281
1399755000,626
1399840500,160
1399922400,240
1400012701,64
1400096400,68
1400190601,596
1400274901,820
1400352450,464
1400444400,345
1400526000,479
1400616600,190
1400705400,387
1400791500,597
1400881800,776
1400966400,210
1401052201,178
1401136957,272
1401225001,108
1401313200,810
1401399600,110
1401483900,721
1401572100,189
1401652800,426
1401743100,447
1401824700,57
1401910243,303
1402000800,296
1402091700,145
1402170900,593
1402258200,1400
1402341300,104
1402431000,285
1402517400,123
1402609509,314
1402696201,578
1402782900,377
1402865701,253
1402949100,254
1403039100,191
1403125800,280
1403214600,345
1403300400,667
1403387700,136
1403469330,486
1403555400,52
1403639401,106
1403730900,170
1403815800,514
1403880600,49
1404070800,2
1404162300,424
1404250200,115
1404337800,300
1404424501,209
1404510900,123
1404591900,778
1404655500,88
1404765300,852
1404848400,212
1404942600,522
1405029000,708
1405115700,480
1405201800,970
1405286100,484
1405374600,590
1405460701,233
1405548052,46
1405632000,653
1405710000,653
1405838745,1166
1405900500,210
1405985700,78
1406091000,395
1406166600,74
1406217900,101
1406323200,86
1406381700,10
1406479200,46
1406583600,431
1406666906,77
1406753100,71
1406843400,354
1406930100,413
1406983800,28
1407102900,565
1407188100,613
1407272400,115
1407360900,326
1407448200,186
1407510600,96
1408136827,601
1408226100,945
1408312500,621
1408397100,652
1408478700,282
1408569000,348
1408655400,39
1408741200,495
1408823700,453
1408908300,61
1408995000,79
1409079000,66
1409166000,11
1409223900,68
1409318591,25
1409602500,38
1409690700,241
1409778600,333
1409865600,452
1409917200,42
1410040500,644
1410119400,339
1410207900,364
1410299400,88
1410378000,143
1410460800,236
1410558300,478
1410642001,450
1410725100,254
1410812100,432
1410896400,196
1410986100,186
1411074600,84
1411161000,13
1411246501,83
1411334100,359
1411416900,241
1411506300,139
1411593600,599
1411679100,216
1411768200,75
1411852801,596
1411935514,186
1412459700,827
1412542800,495
1412632500,768
1412715000,17
1412803200,210
1412884500,204
1412966400,137
1413056100,101
1413145800,42
1413229200,111
1413281100,13
1413408900,141
1413492300,228
1413577800,1672
1413665100,4877
1413750600,905
1413833700,73
1413928200,7
1413996600,47
1414093200,19
1414167600,14
1414353901,14
1414447500,460
1414536000,388
1414599300,46
1414699800,301
1414781248,19
1414881600,1036
1414926900,144
1415049900,620
1415104200,145
1415220900,477
1415314500,75
1415398800,68
1415487000,296
1415571300,502
1415652900,469
1415736600,565
1415825700,116
1415909400,160
1415999400,694
1416087000,92
1416168300,2
1416250500,0
1416330000,6
1416432601,3
1416504300,186
1416599100,186
1416696300,717
1416779101,372
1416863700,382
1416950401,48
1417035300,2
1417107300,303
1417189500,152
1417379100,25
1417455600,68
1417556700,119
1417635600,98
1417720500,167
1417819800,1347
1417906500,1991
1417985400,196
1418077200,717
1418159400,564
1418236200,115
1418320200,53
1418421900,124
1418511301,2898
1418594400,4891
1418674200,362
1418846400,320
1418928600,468
1419012301,150
1419090900,148
1419198300,564
1419249002,17
1419342000,0
1419448500,0
1419501301,17
1419632400,78
1419721500,2
1419805200,211
1419847800,32
1419978600,150
1420063500,768
